nombre,correo,contrasena,username,telefono_contacto,run,puntos,jornada,isapre,contrato,dv
María Águilar Agosto,maría4032410@viajes.cl,L2unaMe2v,Maríaagosto934,+56 2 1922 0639,14249066,,Nocturno,Banmédica,Full time,8
Miguel Ángel Bermúdez Ortiz,Miguelortiz381@viajesanma.com,pzv6hc0S28EI7g,miguel8917328,+56 9 2682 8516,12268349,,,,,4
Ramiro Yáñez Suárez,Ramirosuárez505@viajes.cl,AgM6Y5IcC2,Ramirosuárez342,+56 2 7115 2128,22776678,,Diurno,Banmédica,,6
Jerónimo Cornejo Cintrón,jecoci520@viajes.cl,IIEidi9IlG,jerónimo986154,+56 2 8730 6320,20060573,,Nocturno,,Part time,K
Rebeca Cintrón Sotelo,reciso597@viajes.cl,HlTkPEAru7yNF1n4,Rebecasotelo403,+56 2 1152 2742,13416360,,Diurno,Fonasa,Part time,7
Adela Carrasco Segovia,Adelasegovia884@viajes.cl,RpXsgWlrS5k4qPkk,adcase412,+56 2 5293 8242,25090040,,Nocturno,Fonasa,,6
Joaquín Ochoa Ledesma,joocle772@viajes.cl,HuS2ZRp0Vl,joocle822,+56 9 8338 2912,24080243,,Nocturno,Más vida,Full time,0
Concepción Díaz Hidalgo,Concepciónhidalgo107@viajes.cl,ky8KT10U4wNLvCMO,concepción536345,+56 9 9662 8804,28719929,,Diurno,Banmédica,Part time,5
Norma Cardenas Cisneros,norma6125104@viajes.cl,qFtKbOHG8Qsei8q,nocaci484,+56 9 3896 1789,28422443,,Nocturno,Colmena,Part time,4
Jaime Guevara Pantoja,jaime9567571@viajes.cl,jnx8Jh0MtfG,jagupa493,+56 2 1075 7764,14593418,,Diurno,Colmena,Part time,4
Jorge Luis Jáquez Valencia,jorge3732696@viajes.cl,SEhoELc3h,jolujáva278,+56 2 9826 2382,23814986,,Nocturno,Banmédica,Part time,K
Sr. Luz Amador Lomeli,srluamlo450@viajes.cl,avQMZBh4fq7uJOn,sr.1912467,+56 9 2819 8763,21740940,,,Fonasa,Part time,3
Sta. Rafael Ceja Montez,stracemo760@viajes.cl,23yeDMi8ciSHXV,Sta.montez359,+56 2 8187 2199,22584625,,Nocturno,Colmena,Part time,1
Pedro Figueroa Lugo,Pedrolugo488@viajes.cl,86y9ngPDdTL,pedro6925526,+56 9 9882 2366,19846599,,Diurno,Colmena,Full time,2
Esperanza López Atencio,Esperanzaatencio335@viajes.cl,qYy92xHJG,eslóat700,,19883037,,Nocturno,Colmena,Full time,2
Olivia Muñoz Olivárez,olivia854628@viajes.cl,2BLuYD6D2,Oliviaolivárez395,+56 9 9383 6439,25353542,,Nocturno,Banmédica,Full time,3
Claudio Sanabria Cantú,Claudiocantú636@viajes.cl,MipFRwZS4vuG5xk1,clsaca705,+56 9 5220 3627,13134094,,Nocturno,Más vida,Full time,K
Agustín Carranza Aparicio,agustín4513914@viajes.cl,a9a239Jco29i2J,agcaap463,+56 9 5623 4988,19517400,,Diurno,Banmédica,Part time,8
Patricio Vallejo Cerda,Patriciocerda695@viajes.cl,PztOVi4f,patricio8130131,+56 9 2802 0104,25793350,,Nocturno,Fonasa,Part time,4
María Cristina Parra Echevarría,macrpaec684@viajes.cl,G27WiXOFw1DC,maría5286872,+56 9 7233 4666,20042813,,Nocturno,Más vida,Part time,7
Jorge Patiño de Jesús,jopadeje955@viajes.cl,Xvc990NaRN8I4u,Jorgejesús764,+56 2 6472 5849,27133514,,Diurno,Fonasa,,8
Martín Estrada Palomino,maespa877@viajes.cl,1DQX2VAwcYTx,martín4635829,+56 2 9785 6628,14363616,,Nocturno,Colmena,Full time,K
María Luisa Ontiveros Castro,Maríacastro464@viajes.cl,47DkP48LV2yZDpa6,maría3884936,+56 2 3098 5377,23600268,,Diurno,Consalud,Part time,3
Guillermina Nevárez Prado,Guillerminaprado737@viajes.cl,ndIE9Junyd6,guillermina9246810,+56 2 0932 2563,13599858,,Diurno,Más vida,Part time,3
Alejandro Matos Barela,alejandro481955@edubus.cal,n3FhJKAQ,Alejandrobarela135,+56 9 5367 0156,29101283,-23055,,,,3
Carolina Cantú Ocampo,carolina833891@viajesanma.com,okY2ZaFcu1mpwN,cacaoc880,,18990086,-7222,,,,4
Ariadna Santana Villegas,arsavi194@viajes.cl,uYIPaHcULi5XLDv,ariadna3726656,+56 2 7745 6403,28276189,,Nocturno,Consalud,Part time,0
Pablo Adame Leal,Pabloleal393@viajes.cl,4WQppZNdz34,paadle122,+56 2 6284 9384,13510908,,Diurno,Banmédica,Part time,8
Antonia Gurule Romo,antonia4933537@viajes.cl,LlAp5YWick,Antoniaromo212,+56 2 4621 3231,20937179,,Diurno,Colmena,Full time,0
Marco Antonio Guerra Colón,maanguco758@tourket.com,peCji1LP,Marcocolón603,+56 9 8904 9564,29338415,,,,,0
Lorena Maya Torres,lomato408@viajes.cl,1bxkWntkGwf0k,lomato300,,29372101,,Diurno,Más vida,Full time,7
Sra. Inés Maestas Ceballos,Sra.ceballos715@viajes.cl,weSfbhYrYc5x4EFm,srinmace672,+56 2 2835 8060,18102751,,Diurno,Banmédica,Full time,7
Lucas Cotto Trujillo,Lucastrujillo461@viajes.cl,kP5oLbmwPpxzIh79,lucotr822,+56 9 6495 3491,26773155,,Diurno,Más vida,Full time,1
Claudia Vanegas Candelaria,clvaca445@viajes.cl,z4QI3ONI,Claudiacandelaria502,+56 2 2138 0644,15171906,,Diurno,Colmena,Full time,6
Sta. Fernando Cavazos Altamirano,sta.2691341@tourket.com,Y4hTbT0ZF,Sta.altamirano141,+56 2 6845 0392,23028641,,,,,8
Conchita Archuleta Rodríquez,coarro408@viajes.cl,5EiEkxI5Pg7Lh,Conchitarodríquez335,+56 9 5492 0464,21392962,,Diurno,Más vida,Full time,3
Francisco Contreras Corrales,Franciscocorrales261@viajes.cl,VSBap81muNo,frcoco609,+56 2 4002 5768,13115688,,Diurno,Fonasa,Part time,K
Amalia Almaraz Quiñónez,amalqu651@viajes.cl,asA8Jh237AV,Amaliaquiñónez158,+56 9 9098 1960,13343062,,Nocturno,Consalud,Full time,8
Patricia Parra Patiño,Patriciapatiño439@viajes.cl,GTgEX3jFWI5y,patricia7525904,+56 2 4727 5222,17364585,,Diurno,Consalud,Part time,6
Daniel Abeyta Carrasquillo,daabca985@viajes.cl,p2jSZ4n7yAttE2,daniel596962,+56 2 7838 8743,20879983,,Nocturno,Banmédica,Full time,5
Jacobo Hidalgo Trejo,Jacobotrejo682@viajes.cl,T6MKkmDf4SXZ,jacobo3216138,+56 2 2677 9706,12106648,,Nocturno,Fonasa,Part time,3
Sra. Daniel Alejandro Cortez,srdaalco692@viajes.cl,mQDuH2Ep,srdaalco462,+56 9 8565 6086,22629486,,Diurno,Fonasa,Full time,4
Débora Guevara Delacrúz,Déboradelacrúz982@viajes.cl,0cSNv6eyTWRfa9,Déboradelacrúz375,+56 2 5364 2867,18601735,,Diurno,Fonasa,,8
Sr. Susana Estrada de Jesús,sr.4996449@viajes.cl,7n6wygdmG,sr.3591793,,18160686,,,Banmédica,Part time,K
Joaquín Varela Arreola,joaquín1973311@viajes.cl,4FRESdd4VJ,jovaar339,+56 2 8333 9451,14884380,,Nocturno,Consalud,Full time,5
Sta. Mariano Espinoza Madrigal,sta.1662174@viajes.cl,8ZvSApIf,sta.9361409,+56 9 4259 6098,17421025,,Nocturno,Fonasa,Full time,K
Daniel Mondragón Trejo,damotr290@viajes.cl,75WizlBRw,daniel7057110,+56 2 6545 2656,20307081,,Diurno,Más vida,Part time,0
María Cristina Centeno Alcaraz,maría1288820@viajes.cl,4bSm3dAlVTf,macrceal467,+56 9 1554 4349,22624194,,Diurno,Fonasa,Part time,9
Raquel León Lira,Raquellira938@viajes.cl,Us27bKiP,raquel6732889,+56 9 2008 6063,17671014,,Nocturno,Banmédica,Full time,4
Raquel Jurado Raya,Raquelraya170@viajes.cl,L64nJMVYzzrMA,raquel7195720,+56 9 6527 8780,19111066,,,Consalud,Part time,8
Natalia Serna Aguayo,naseag466@viajes.cl,T7NoW6jcPZtR73xf,natalia6993492,+56 2 3665 9809,15092405,,Diurno,Banmédica,Full time,7
Verónica Rascón Calderón,veraca429@viajes.cl,3dvt13082sMDaBEa,verónica8454916,+56 9 9566 4766,25880403,,Diurno,Más vida,Part time,1
Ángela Saavedra Benítez,Ángelabenítez207@viajes.cl,uwr9i1Si2MN989d,Ángelabenítez997,+56 2 6997 1743,21867265,,Nocturno,Fonasa,Part time,5
Bernardo Rivero Camarillo,bernardo1555269@viajes.cl,lHg3fCwwny411B,bernardo3141291,+56 2 6843 8604,26153630,,Nocturno,Más vida,Full time,7
Verónica Linares Montenegro,velimo426@viajes.cl,z5OfplFJ96,velimo982,+56 2 1094 8099,21736763,,Nocturno,Colmena,Part time,8
Jerónimo Rodríquez Calderón,jeroca654@viajes.cl,fuQ3hWQtNoiBBzGv,jeroca212,+56 2 4988 8234,14053318,,Nocturno,Más vida,Part time,1
Emilio Gaona Jáquez,emilio9125324@marmol.com,bT1XJfZjr2rLl8,Emiliojáquez268,+56 9 3325 1761,28447168,,,,,7
Patricia Sánchez Arias,pasáar780@viajes.cl,m6F1R0leQi4mg,Patriciaarias260,+56 9 4309 8484,13861362,,Diurno,Más vida,Part time,3
Samuel Curiel Menéndez,Samuelmenéndez181@viajes.cl,u6uQ55Iw,samuel8409851,+56 2 0628 3848,14704630,,Nocturno,Consalud,Full time,8
Sr. Patricio Rosado Gaytán,sr.9584607@viajes.cl,N2ErsW8q7jENPkq,srparoga659,+56 2 1675 2852,29705057,,Nocturno,Consalud,Part time,5
Cristina Grijalva Zavala,crgrza752@viajes.cl,QODonqVIy7g71G,cristina9273273,+56 2 0063 0629,26138124,,Nocturno,Fonasa,Part time,9
Cristina Cadena Gamboa,cristina3540137@viajes.cl,PFxj1sLTqPdnw2J,Cristinagamboa508,+56 2 6631 1175,15952017,,Diurno,Consalud,Full time,K
Anita Cardona Llamas,Anitallamas291@viajes.cl,71rAIiSD0,anita7457843,+56 2 7322 9957,22881255,,Nocturno,Banmédica,Part time,2
María Luisa Ibarra Razo,maría8941101@viajes.cl,nXrqTmboVd4XXU,maluibra280,+56 2 4306 3095,13183908,,Diurno,Fonasa,Full time,1
Lucas Hidalgo Nazario,Lucasnazario473@viajes.cl,EZjP0TrkyIC1z,luhina714,+56 9 5872 6136,15589045,,Diurno,Más vida,Full time,2
Cristina Rodríquez Garza,Cristinagarza954@viajes.cl,nd6Iz14Rul5,crroga623,+56 2 6014 9675,29308799,,Nocturno,Colmena,Full time,7
Sta. Ramiro Navarro Casares,Sta.casares518@viajes.cl,08ZyogGPO8en,Sta.casares666,+56 9 3934 7517,19826604,,Nocturno,Colmena,Part time,3
Sr. Gabriela Corral Reynoso,Sr.reynoso806@viajes.cl,r6Ghcd62UV,Sr.reynoso975,+56 9 1095 1550,17153815,,Nocturno,Fonasa,Part time,7
Clemente Carrasco Valentín,clcava986@viajes.cl,N8CcHv5P4pTVC,clemente1868918,+56 9 6346 5244,20381500,,Diurno,Colmena,Part time,K
Enrique Venegas Ochoa,Enriqueochoa292@viajes.cl,wmzEjA2yPe,enrique6404768,+56 2 5355 8140,29198328,,Diurno,Más vida,Full time,6
Sr. Rebeca González Sánchez,srregosá868@viajes.cl,r0xJNVWBeSOBfZb,Sr.sánchez119,+56 9 2633 8964,20414385,,Nocturno,Consalud,Part time,4
Irene Colón Patiño,irene5185859@viajes.cl,laevxJv7r0f,ircopa947,+56 9 2040 3918,14809189,,Diurno,,Full time,7
Magdalena Páez Salazar,magdalena1234556@viajes.cl,cd6ZIfqD3,magdalena6464867,+56 9 8315 5165,26643747,,Diurno,Fonasa,Part time,1
Margarita Navarrete Badillo,Margaritabadillo820@viajes.cl,rHqT9uRBft,manaba869,+56 2 4082 8275,18430428,,Nocturno,Colmena,Part time,7
Ana Luisa Sáenz Chavarría,Anachavarría569@viajes.cl,nc9D5cY2J7sY,anlusách774,+56 9 5098 1843,29627162,,Nocturno,Más vida,Part time,4
Cristina Cedillo Padilla,crcepa655@viajes.cl,SxUNW5LYe,cristina2968120,+56 2 0598 5175,13113488,,Nocturno,Colmena,,6
Sta. Bernardo Bustos Duarte,Sta.duarte965@viajes.cl,jom2pWWLtrHEUJN,sta.5326822,+56 2 3666 3525,22380402,,,Consalud,Full time,0
Julio César Razo Cantú,julio8820307@viajes.cl,Mtcmn084C7KOIM4,Juliocantú972,,29018038,,Nocturno,Fonasa,Part time,4
Guillermina Roybal Cerda,guillermina8881581@viajes.cl,0EN9Acjj,Guillerminacerda228,+56 2 9798 4629,29579850,,Nocturno,,Full time,5
Lola Alejandro Zaragoza,loalza265@viajes.cl,CKPJH6aqJK,loalza639,+56 2 2698 0797,19759245,,Diurno,Fonasa,Full time,1
Guadalupe Venegas Mares,guvema594@viajes.cl,V43K34VbJpyX,guvema569,+56 2 8834 8846,29405855,,Diurno,Más vida,Full time,9
Sonia Ulloa Quintana,Soniaquintana185@viajes.cl,nv9m6kU0SLdBS9,soulqu501,+56 2 5143 6043,21825553,,Nocturno,Colmena,Part time,1
Luz Vaca Verdugo,luz4136884@tourket.com,teI4m1T2LPxef,Luzverdugo948,+56 9 9432 0323,24913912,,,,,2
Verónica Quiñónez Montoya,verónica6989524@viajes.cl,1Se4VFk8D5w,Verónicamontoya407,+56 9 7593 0360,24033297,,Diurno,Más vida,Part time,3
Vicente Archuleta Gallardo,viarga905@outluc.com,vU0lvCLWml,Vicentegallardo380,+56 2 0665 6124,20889683,-13889,,,,0
Josefina Carvajal Barrios,Josefinabarrios725@viajes.cl,dM4zEsP8Pzgv,jocaba125,+56 2 7662 2721,25762010,,Diurno,Consalud,Part time,7
Lorenzo Navarrete Adorno,Lorenzoadorno716@viajes.cl,LUbdkEw94QHw5lrZ,lorenzo4791308,+56 2 1073 7562,12912415,,Nocturno,Más vida,Part time,6
Blanca Flores Henríquez,blanca9904722@viajes.cl,S9pAmjdMi,Blancahenríquez143,+56 2 9073 1569,19723031,,Nocturno,Más vida,Part time,2
Lorenzo Delgadillo Echevarría,Lorenzoechevarría718@viajes.cl,5eFEofIR,lorenzo8255392,+56 9 0057 1287,20161427,,Nocturno,Consalud,Part time,9
José Luis Adorno Lovato,josé1588166@viajes.cl,g6W1UXLQu2Z,Josélovato383,+56 2 8621 0446,15223233,,Diurno,Banmédica,Full time,0
Óscar Narváez Palomo,ósnapa647@viajes.cl,jjuRInevm2G,Óscarpalomo605,,29865620,,Diurno,Colmena,Part time,5
Antonio Segura Osorio,antonio6276571@viajes.cl,tgOitYD34hD,Antonioosorio683,+56 9 9702 1840,23383167,,Diurno,Banmédica,Part time,0
Esteban Ordóñez Rubio,esorru560@viajes.cl,EP5IcjmR,Estebanrubio668,+56 9 4259 5156,10951178,,Diurno,Fonasa,Part time,1
Daniel Estévez Barela,daniel3780563@viajes.cl,zfk0z9PJ1,daniel8717896,+56 9 5177 9992,25442476,,Diurno,,Part time,5
Sra. Francisco Castañeda Salazar,srfrcasa970@tourket.com,XOb1laxDX,Sra.salazar577,+56 9 9732 1959,13822525,-6676,,,,9
Manuela Rico Regalado,marire597@viajesanma.com,PqdWPoriTqF8BF,Manuelaregalado836,+56 9 3083 9538,13063619,,,,,5
Rodrigo Solís Angulo,Rodrigoangulo949@viajes.cl,r9ruWdDZd,Rodrigoangulo289,+56 9 9388 0774,16293492,,Diurno,Consalud,Full time,9
Arturo Valdés Salas,Arturosalas423@viajes.cl,snR1fbyz7,arturo6282586,+56 2 6735 8055,11847565,,Diurno,Fonasa,Full time,8
Luisa Cisneros Candelaria,luisa6260852@viajes.cl,cqtpMK4QW,lucica625,+56 9 8621 8548,29384164,,Diurno,Más vida,Part time,0
Andrea Maya Griego,Andreagriego524@viajes.cl,NXtIy5pX3Cnaj,anmagr588,+56 2 1256 3061,25119189,,Diurno,Consalud,Full time,1
Lourdes Montemayor Bermúdez,Lourdesbermúdez148@viajes.cl,qm43DldnMVOyqwe,lourdes844579,+56 9 3804 6847,23589532,,Nocturno,Fonasa,,3
Sr. Yolanda Oquendo Camacho,sryooqca978@viajes.cl,lL8XGZvQ8np,sr.8071860,+56 9 8615 7286,24929785,,Nocturno,Fonasa,,2
Elena Águilar Casillas,elágca283@viajes.cl,pwzAz6Q57keE,elágca109,+56 2 7057 0869,15906713,,Nocturno,Consalud,Full time,0
Elsa Godoy Tórrez,elsa5735817@viajes.cl,Il1LcyczTe,Elsatórrez111,+56 9 3852 7016,16921067,,Nocturno,,Part time,5
Sr. Guadalupe Lovato Portillo,sr.3373404@viajes.cl,cFr3oayF4,sr.9657674,+56 2 1811 6417,18894090,,Diurno,Consalud,Full time,0
Carmen Villarreal Ojeda,carmen8365423@viajes.cl,1UwNqtll5,Carmenojeda287,+56 2 0597 4472,20323413,,Nocturno,Consalud,Full time,9
Rosa Ulloa Casanova,rosa1982379@viajes.cl,yPtRgSF9Cu,Rosacasanova303,,14735798,,Nocturno,Colmena,Part time,2
Lorenzo Escobar Alarcón,lorenzo9604784@edubus.cal,jQcGav5xrQ,loesal280,+56 9 6230 0963,27571839,,,,,4
Eloisa Caldera Varela,elcava350@viajesanma.com,mHs0Tz23FFTje4r,elcava527,+56 9 4690 8825,14334313,,,,,8
Mario Pizarro Monroy,mario640726@viajes.cl,a0dg2ZCsp,mario1341739,+56 2 6896 1334,22826645,,Nocturno,Fonasa,Part time,0
Laura Zepeda Guillen,Lauraguillen164@viajes.cl,ttWe24d7BMYL3B,Lauraguillen316,+56 9 4195 3331,12250385,,Diurno,Consalud,Part time,2
Joaquín Gil Guillen,joaquín8251348@viajes.cl,66JkwfYXOGL3,joaquín1024845,+56 9 6247 2652,27473502,,Diurno,Consalud,Part time,3
Cristian Ceja Girón,cristian3464921@tourket.com,XVpXKS7oyf,cristian3466571,+56 9 7213 0723,12786042,-11770,,,,4
Daniela Rivero Guajardo,daniela4323343@viajes.cl,NZ2Tmi2eBkw0lkn,darigu592,+56 9 6251 7231,23842612,,Diurno,Consalud,,K
Sta. Teodoro Figueroa Valdez,sta.3082939@viajes.cl,Z3AkbLwZ7vm,Sta.valdez596,+56 2 6408 3526,23724186,,Diurno,Colmena,Part time,K
Sra. Elena Abrego Ornelas,srelabor385@viajes.cl,bUvHswgpR05YQ,Sra.ornelas125,+56 2 9146 2188,29813104,,Diurno,Consalud,Part time,8
Jerónimo Barragán Reséndez,jerónimo5779296@viajes.cl,DL9Tlj3K4U9aJIwx,jebare974,+56 9 5238 1110,20454362,,Diurno,Banmédica,Full time,3
Blanca Vaca Garica,Blancagarica831@viajes.cl,aELrQsk56GQSvH8V,blvaga245,+56 2 0331 0947,11122257,,Diurno,Consalud,Full time,6
Gonzalo Almanza Cervántez,Gonzalocervántez728@viajes.cl,uZYvr9e2LqqABkEs,goalce786,+56 2 6103 1785,13516574,,Diurno,Fonasa,Part time,3
Sta. Armando Madrid Alicea,Sta.alicea235@edubus.cal,N9cT5nHMs0Lgd0r2,sta.7581909,+56 2 4082 8240,22761104,,,,,9
Dorotea Romero Pichardo,doropi546@tourket.com,V1ZJDFWklYZH6Jr,Doroteapichardo651,+56 9 2222 2324,16894806,-18266,,,,9
Daniel Arreola Páez,Danielpáez646@viajes.cl,80gd5NdvpGHHqI5W,daarpá566,+56 2 0471 5387,16923113,,Diurno,Colmena,Part time,3
Cristobal Molina Marroquín,cristobal758674@marmol.com,1sYApbC76oR,crmoma201,+56 9 1926 0954,25023744,-2468,,,,8
Elena Coronado Enríquez,elena7103571@viajes.cl,FxLLywk1XN,elcoen164,+56 9 9790 0507,19374032,,Nocturno,Más vida,Part time,4
Claudio Cortés Arreola,claudio4473225@marmol.com,j5XI71w2cNmt,Claudioarreola246,+56 2 9791 5768,18131049,,,,,9
Claudio Espinal Marroquín,claudio6619751@viajes.cl,4V3gMWRznOl,clesma818,+56 2 1427 4649,22173916,,Diurno,Banmédica,Full time,7
Marcos Zelaya Madera,Marcosmadera742@viajes.cl,nw3RKBcjoAV,mazema919,+56 2 8990 2935,29645489,,Diurno,Más vida,Full time,3
José María Espino Carrasco,jomaesca675@viajes.cl,Z10XitbSPtuNTPlu,josé2085779,+56 9 4894 9731,23357917,,Nocturno,Colmena,Part time,3
Sta. Luz Gil Quintana,stlugiqu902@viajes.cl,bs8YthxggNY,stlugiqu739,+56 9 0586 6869,21082080,,Nocturno,,Full time,9
Sra. Anita Orta Carrion,Sra.carrion912@outluc.com,PEnEZN6p3Bt,Sra.carrion190,+56 9 7322 8660,22892829,-20177,,,,1
Eva Villa Navarrete,Evanavarrete220@viajes.cl,ErV70U4t,evvina144,+56 2 4877 4195,29879925,,Nocturno,Consalud,Part time,1
Jaime Ulibarri Olivera,jaime4680549@viajes.cl,786hPZ3YjKG7hFOZ,Jaimeolivera823,+56 9 8123 4632,10648499,,Nocturno,Colmena,Full time,6
Beatriz Oquendo Ríos,beatriz8478831@viajes.cl,pKvxVFDBD8pQ2,beoqrí326,+56 2 9603 6394,20572478,,Nocturno,Fonasa,Part time,8
Alejandro Olivas Molina,Alejandromolina571@viajes.cl,rVJ9ZUpoWzr4Z4x,alejandro6075919,+56 9 8240 2082,21664898,,Nocturno,Consalud,Full time,6
Marcela Valles Gómez,marcela1063339@viajes.cl,Gv03oN2BnC9H,Marcelagómez756,+56 2 9013 1772,19331848,,Nocturno,Fonasa,Full time,7
Beatriz Patiño Bahena,bepaba265@viajes.cl,zUPgXgo9KMFd,Beatrizbahena428,+56 2 2209 3631,19150522,,Nocturno,Banmédica,Full time,0
Sr. María Luisa Carbajal Soliz,Sr.soliz253@viajes.cl,yQBmk00C,Sr.soliz743,+56 2 6828 7266,29195661,,Nocturno,Banmédica,Part time,0
Luisa Zambrano Jasso,luzaja127@viajes.cl,nsziEdEdDT1,luisa5532260,+56 9 8608 1117,18250877,,Nocturno,Banmédica,Full time,2
Ana Luisa Villareal Saldivar,Anasaldivar985@viajes.cl,LSIqm7KZ5CC,anluvisa865,+56 9 2322 8767,17196782,,Diurno,Banmédica,Part time,1
Marcela Granado Águilar,Marcelaáguilar314@edubus.cal,WTwR4q51,marcela8941652,+56 9 9756 7130,18000376,,,,,2
Jerónimo Aranda Corrales,jerónimo1946618@viajes.cl,Qkr1BBul67dGF,jerónimo8466688,+56 2 0550 4634,29132822,,Diurno,Banmédica,,9
Ana Luisa Franco Pizarro,Anapizarro552@viajes.cl,2cawgUPul7C7s,Anapizarro972,+56 9 5295 3122,23397959,,Nocturno,Colmena,Part time,7
Alejandro Aguirre Romo,Alejandroromo265@viajes.cl,OH18s32Jt37Wt3,alejandro9905124,+56 9 5479 9820,12482948,,Diurno,,Part time,8
Jaime Mascareñas Urbina,jamaur759@viajes.cl,hMb7Cx129a,Jaimeurbina532,+56 9 2399 7114,14874458,,Nocturno,Colmena,Part time,0
Óscar Corrales Esparza,óscoes804@viajes.cl,jmP5BNFNRvTi7,óscar5441781,+56 2 7828 5792,10295774,,Diurno,Colmena,Full time,1
Sr. José María Casares Márquez,Sr.márquez121@viajes.cl,2Eu57f0S9GVvG3DW,Sr.márquez993,+56 2 0639 2538,29765726,,Diurno,Fonasa,Full time,7
Francisco Puga Osorio,frpuos409@viajes.cl,O9z6GKw1GlNV,frpuos191,+56 9 2406 2488,15671986,,Diurno,Colmena,Part time,2
Bernardo Guerrero Fernández,bernardo5359194@viajes.cl,ISWexi9lg3R,bernardo223474,+56 9 9053 8670,23648903,,Diurno,Consalud,Part time,5
Tomás Santiago Barrios,Tomásbarrios980@viajes.cl,zcN7XeWT1Q6o,Tomásbarrios658,+56 2 2369 7250,21940219,,Diurno,Fonasa,Part time,8
Rebeca Mena Abreu,Rebecaabreu983@viajes.cl,FXi3P32zYi,rebeca5043781,+56 2 5344 9359,28847141,,Diurno,,Part time,K
Fernando Orellana Frías,feorfr504@viajes.cl,GOyhMm8YqtRRCl,fernando6473483,+56 2 1167 3202,11947851,,Diurno,Consalud,Part time,0
Concepción Baeza Cabrera,Concepcióncabrera224@viajes.cl,iPy6wm3HO42C,cobaca344,+56 2 6262 5417,11703765,,Nocturno,Más vida,Part time,7
Lilia Magaña Jasso,lilia618791@viajesanma.com,ZBn9wmowgXKA9,lilia9771435,,11716466,-5780,,,,7
Ernesto Jaramillo Sierra,erjasi436@wass.com,ajYNpr9EDrPKo0J,ernesto3840972,+56 2 3747 4527,11649673,-8464,,,,9
Santiago Morales Leiva,santiago3935258@viajes.cl,jWFM9krqpy,Santiagoleiva499,+56 9 2611 3536,22925963,,Nocturno,Colmena,Part time,6
Gabriela Marrero Flórez,gabriela6221917@viajes.cl,Fnwk0cyguok3,gabriela439154,+56 9 3166 3905,20153680,,Nocturno,Banmédica,Part time,4
Sta. Jorge Caballero Covarrubias,Sta.covarrubias900@viajes.cl,mRF6Wr8K,Sta.covarrubias893,+56 9 7511 1722,29049985,,Nocturno,Colmena,Part time,2
Lorena Archuleta Márquez,lorena9566676@tourket.com,n14OMwtiriKhnw8,lorena6530973,+56 2 8438 2460,10253410,,,,,7
Lola Serrano Marroquín,losema775@viajes.cl,LQV7KexX6,Lolamarroquín542,,25455010,,Nocturno,Fonasa,Full time,8
Hernán Esquibel Lomeli,heeslo908@viajes.cl,2waFsL2qs6zAAS24,Hernánlomeli588,+56 2 6689 1378,12785679,,Nocturno,Consalud,Full time,6
Rosario Gallegos Díaz,Rosariodíaz538@viajes.cl,3cwxlwv0ZkDq6hCr,rosario3597110,+56 2 9192 8733,16351292,,Nocturno,Fonasa,Full time,0
María del Carmen Enríquez Garza,maría9672998@viajes.cl,2lcREEp4,madecaenga574,+56 2 0017 5133,25232365,,Diurno,,Part time,1
Sr. Benito Guerra Camarillo,srbeguca981@viajesanma.com,xVE2mGQSF9NO,srbeguca310,,23231984,,,,,4
Germán Grijalva Monroy,germán7240829@viajes.cl,EmjrIqypWLO74,gegrmo790,+56 9 4215 2257,11707865,,Nocturno,Más vida,Full time,5
Bernardo Mojica Rivera,bemori869@marmol.com,LAaPhrGQ6vQ1Sv,Bernardorivera860,+56 9 5463 5209,25522228,,,,,7
Rafael Sevilla Altamirano,rafael9183312@viajes.cl,6qHuxqghE8AniI9,Rafaelaltamirano782,+56 2 8596 8297,28921373,,Nocturno,,Full time,2
Rafael Ceballos Alfaro,rafael1960467@viajes.cl,gu2ZQ9jblZ7F,rafael3120569,+56 2 4323 7219,29737923,,Diurno,Colmena,Part time,2
Cecilia Barreto Adame,cecilia2523556@viajes.cl,JLw5Z0P5x,Ceciliaadame947,+56 9 1236 7091,26482020,,Diurno,Más vida,Full time,0
Sra. Martín Roldán Tafoya,Sra.tafoya600@viajes.cl,Jx6eNA00iV,srmarota341,+56 2 1050 0411,29823051,,Diurno,Más vida,Part time,8
Sr. Hernán Solorzano Velasco,sr.1944583@viajes.cl,VsjTzg918k438,Sr.velasco132,+56 2 7286 8095,11092395,,Diurno,Fonasa,Full time,3
Rebeca Quiroz Bueno,requbu582@viajes.cl,vsyX68A1,Rebecabueno829,+56 2 4816 7126,16278304,,Diurno,,Full time,1
Felipe Escobedo Rojo,Feliperojo857@viajes.cl,FaHaq7Gp0ramuIc,felipe6535322,+56 2 1375 3594,29359751,,Diurno,Consalud,Full time,0
Berta Bueno Olivares,Bertaolivares743@viajes.cl,ANPzzwVsCjj6Pgb6,bebuol356,+56 2 2610 7771,16730190,,Diurno,Fonasa,Full time,8
Esteban Macías Villa,esmavi421@viajes.cl,96vX0W5j,esteban2166144,+56 9 0125 3123,29413606,,Nocturno,Consalud,Full time,1
Guadalupe Estrada Aguirre,guesag522@viajes.cl,DqkeZ0BmxRLXR,guadalupe4266813,,21674012,,Diurno,Colmena,Part time,2
Elena Trujillo Delao,elena4507491@viajes.cl,BRgt29LVFX32EAzF,elena9056611,+56 9 2671 9046,23357218,,Nocturno,Banmédica,,7
