nombre,correo,contrasena,username,telefono_contacto,run,puntos,jornada,isapre,contrato,dv
Luisa Dávila Rael,luisa8524956@viajes.cl,e7kPzC1uwkWn,Luisarael955,+56 9 8370 6172,3320174,,,Más vida,,5
Sra. Andrés Barragán Caballero,sra.3998257@viajesanma.com,,sra.486330,+56 2 2637 5362,4523880,-265,,,,6
Eva Cabrera Prado,evcapr784@marmol.com,,Evaprado927,+56 2 7607 1480,11102867,0,,,,2
Florencia Griego Jaime,flgrja317@viajes.cl,odqfdKHZ0m,,,2383206,,Nocturno,Banmédica,Part time,2
César Pagan Tejeda,cépate804@viajes.cl,2hQTSKNnLWcPe7u,Césartejeda917,+56 9 6011 9884,,,Diurno,Fonasa,Full time,
Sta. Federico Gurule Jiménez,stfeguji414@wass.com,6JKUrd6y1TSkx,stfeguji614,+56 9 1119 7354,760687,2382,,,,7
Óscar Franco Sevilla,ósfrse369@viajes.cl,nTVjWDuosRVIK1,Óscarsevilla840,+56 9 6698 7502,8001780,,Diurno,Fonasa,Part time,4
Marco Antonio Colón Rascón,maancora809@tourket.com,PHhG2jToQLS,,+56 2 6865 6793,27587900,12719,,,,2
Jacobo Tovar Hernandes,jacobo6008124@wass.com,Swfub4WSO,jacobo3338145,+56 9 9843 0960,4369933,,,,,4
Santiago Carrero Benítez,sacabe132@viajes.cl,CA5w11mLDrALpK,,+56 9 2317 6114,23402619,,Nocturno,Fonasa,Full time,4
Carla Tejeda Delvalle,carla6417310@outluc.com,O667kpyGWcl2,carla7001818,+56 9 2682 5956,,2925,,,,
Elena Lucio Roque,elluro351@edubus.cal,Ktz4jGgKj,,+56 9 1046 6125,17019993,7277,,,,6
Sra. Esperanza Fonseca Vanegas,sra.2450312@wass.com,,sresfova416,+56 2 9040 6261,6066124,0,,,,3
Sra. Hugo Echevarría Ortiz,sra.5633370@viajes.cl,7UUPsBZW,sra.460289,+56 9 2119 1732,3378089,,Diurno,Banmédica,Part time,3
Rosario Ureña Villaseñor,rosario2359903@edubus.cal,kIdqT4ZGd5WEuEmB,Rosariovillaseñor454,+56 2 9598 8678,5135183,13845,,,,5
,Estebanjiménez364@tourket.com,dQTxLOMYtq5MSY,esteban3749203,+56 2 5647 1715,,3384,,,,
Adán Patiño Lomeli,adán6039173@viajes.cl,uz0zetKkP19,adán8128786,+56 2 9191 8603,9859420,,Diurno,Fonasa,Part time,5
María Reynoso Lucio,Maríalucio404@viajes.cl,,maría8831149,+56 9 2222 4024,18493265,,Diurno,Consalud,Full time,2
Sra. Julio César Pedroza Botello,srjucépebo698@edubus.cal,7Mjc1anIGYAt,sra.2315833,+56 2 6037 8063,,,,,,
Marcela Ruelas Jaimes,Marcelajaimes783@viajes.cl,7stq2NxI1nfXHb,Marcelajaimes414,+56 2 9871 3100,2494250,,Nocturno,Banmédica,Part time,3
Alejandro Nevárez Páez,alejandro997823@viajesanma.com,,,+56 2 2185 2318,8045351,580,,,,5
Sra. José Eduardo Velázquez Munguía,Sra.munguía627@viajes.cl,skxmVc6TrP,srjoedvemu215,+56 9 3687 3087,7946633,,Nocturno,Consalud,Full time,6
Daniela Pulido Bahena,dapuba472@tourket.com,Sz8Cow7r,daniela9176503,+56 9 3291 5585,5807912,5850,,,,K
Carla Esparza Sanabria,Carlasanabria682@edubus.cal,m0Oszj33,carla3319730,+56 2 6743 3328,7319146,8196,,,,7
Sr. Elisa Armijo Mata,sr.2210562@outluc.com,BntAiYFgtZ1R2x,srelarma160,+56 9 4072 2299,-2361962,6550,,,,8
Homero Zaragoza Hernández,hozahe511@tourket.com,X0SLeyN5jvG0Ck,homero2847199,+56 9 9510 2911,6444538,7983,,,,3
Enrique Banda Pantoja,enrique8963146@viajes.cl,orcmdBq8Q,enbapa739,+56 2 2262 2112,,,Diurno,Colmena,Full time,
Sr. Manuel Armenta Marroquín,sr.8601983@marmol.com,Ti4SA5Ql2ZhGg,srmaarma423,+56 2 9495 1590,,10671,,,,
Alejandra Armas Pichardo,alejandra4201425@marmol.com,r9nDu3QnR,Alejandrapichardo650,+56 9 6330 8850,9988327,0,,,,8
Ana Gómez Gamez,ana570903@edubus.cal,r34THuVqLsG,Anagamez258,+56 2 0082 5458,-9538427,9092,,,,7
Mariana Alaniz Haro,Marianaharo153@wass.com,jm3Kay2dMdxblT,Marianaharo601,+56 2 1208 2986,-8555662,8577,,,,2
Gerardo Viera Niño,Gerardoniño597@viajes.cl,,gerardo4977871,+56 9 0321 8858,8607437,,,Consalud,Part time,0
María José Medrano Meza,Maríameza143@viajes.cl,kU6SVcliGDlki8,maría8239214,+56 2 6974 5480,-25272307,,Nocturno,Más vida,Full time,2
Elena Feliciano Arenas,,9SOn7ceG,elfear218,+56 2 0993 0949,12181560,,Diurno,Consalud,Part time,5
Patricio Barraza Serrato,Patricioserrato534@viajes.cl,5M7HP3emA,Patricioserrato233,+56 9 7195 5876,,,Nocturno,Fonasa,Part time,
Jorge Báez Iglesias,Jorgeiglesias178@wass.com,qK5VYvIlu9x,,+56 2 0775 9342,13792707,9709,,,,1
,vícaac375@outluc.com,Gs7NqmKcIM5ZQ4Y,víctor2548273,+56 9 7411 1713,2723622,0,,,,7
Sta. Samuel Ávalos Garrido,Sta.garrido707@outluc.com,,Sta.garrido806,+56 2 8777 4312,,3639,,,,
Hernán Abreu Padilla,hernán4823795@viajes.cl,n6GnNFddjudMEaaD,Hernánpadilla380,+56 9 4604 3037,,,Nocturno,Consalud,Part time,
Roberto Abrego Casares,,,roberto1681636,+56 2 6093 7787,19511238,1449,,,,K
José Emilio Acevedo Angulo,joemacan775@outluc.com,78zTI6J71Sm6x,Joséangulo886,+56 9 6526 0083,,0,,,,
Fernando Anaya Ojeda,,,feanoj756,+56 9 5271 9310,10760925,,Diurno,Consalud,Full time,3
Gregorio Raya Mares,grrama792@edubus.cal,11qEjNFFl5G,gregorio6864574,+56 2 0452 8863,4807781,653,,,,1
Sta. Timoteo Piña Montenegro,sttipimo925@marmol.com,T6hUHWmr6c,Sta.montenegro857,+56 9 0274 0277,,10793,,,,
Salvador Regalado Alfaro,salvador3854627@edubus.cal,i2aiEHXQ16Tq,salvador6864460,+56 9 0285 8879,,1335,,,,
Gilberto Herrera Montemayor,Gilbertomontemayor946@outluc.com,yHEtt4wnt,gihemo365,,5518036,532,,,,9
Diego Mares Rubio,diego6055740@marmol.com,r6gM8EWfpL9v,Diegorubio845,+56 2 4448 4857,3809091,2689,,,,7
Lourdes Alarcón Longoria,loallo917@marmol.com,,,+56 9 4441 6729,17706919,-820,,,,1
Marco Antonio Heredia Toro,Marcotoro670@outluc.com,cEXAWQ7n1KAesTjH,,+56 9 9338 2971,23132004,0,,,,0
Sra. María Rodríguez Ocasio,,RT4VmBA1ag,srmarooc915,+56 9 4842 6665,18861904,0,,,,5
Gabriel Robledo Castillo,garoca621@viajes.cl,hfxhBskLnrV9Eldc,garoca229,+56 2 2985 8387,7730462,,Diurno,Fonasa,Part time,2
Irene Rosales Carrasquillo,Irenecarrasquillo380@marmol.com,3nYJYneg,irene9709419,+56 2 4400 5806,,7217,,,,
,Fernandobarrientos856@viajesanma.com,5nuWk2di6o,fernando690461,+56 9 2424 0536,22719234,0,,,,8
María Elena Contreras Delacrúz,Maríadelacrúz753@marmol.com,,Maríadelacrúz790,+56 2 8104 7055,22558522,30653,,,,9
Nicolás Pagan Alcaraz,nicolás139458@viajesanma.com,rjcO2qprSvXk2Ah6,nicolás3589131,+56 2 3142 8096,-7267366,0,,,,2
,ana2948995@wass.com,ud9zDCVTld,Anaotero717,+56 2 2612 8632,27760937,0,,,,1
Rosario Gollum Gutiérrez,Rosariogutiérrez813@tourket.com,xpb8lkDWfQ,Rosariogutiérrez217,+56 9 6876 7469,-29763799,2818,,,,1
Eduardo Paz Prado,Eduardoprado743@tourket.com,,Eduardoprado812,+56 2 5303 9770,28124164,12446,,,,8
Timoteo Venegas Domínguez,tivedo237@viajesanma.com,kxF1XYzD,Timoteodomínguez577,+56 2 9255 7435,407798,19380,,,,9
Margarita Carbajal Delatorre,Margaritadelatorre248@tourket.com,hZI2Jct5WXF2,macade971,+56 9 5718 3822,,0,,,,
Eva Ávalos Báez,Evabáez338@tourket.com,,eva6652277,+56 2 3660 3053,25694097,19155,,,,3
Florencia Cortez Acosta,florencia470272@viajes.cl,6MIDrR0tons,flcoac406,+56 2 2113 7229,8380929,,Nocturno,Colmena,Part time,9
Timoteo Irizarry Mercado,Timoteomercado843@viajes.cl,HYnF0gxK,tiirme171,+56 2 3026 3756,9746220,,Nocturno,Colmena,Full time,8
Jaime Ochoa Bermúdez,Jaimebermúdez723@viajes.cl,Ak9I73M1v5EvGc03,jaime7925902,+56 2 5996 4162,8589875,,Nocturno,Consalud,Part time,2
Adán Moreno Villanueva,adán9656326@viajesanma.com,QTpbwkSP152h8F,adán6648841,+56 2 3687 9261,928831,1456,,,,7
Sr. Jorge Luis Muro Pedroza,srjolumupe583@viajes.cl,kq34DLZ8,sr.7558922,+56 9 6024 9141,3243230,,Diurno,Banmédica,Full time,1
Sra. María Teresa Tapia Gaona,,n5hWXtgTbEdzAP4,srmatetaga513,+56 2 9171 5611,11383478,,,Fonasa,Full time,1
Guillermo Piña Tapia,gupita391@marmol.com,ndV4bCCa,Guillermotapia820,+56 9 4583 8909,8522393,,,,,3
Francisco Orosco Tirado,Franciscotirado826@wass.com,0KhNqfSM1I5N3cKZ,Franciscotirado868,+56 9 3021 1657,,2325,,,,
Raquel Reséndez Gutiérrez,raregu307@viajesanma.com,Z0y5i0yPCVaM,Raquelgutiérrez924,+56 9 7709 7327,7304717,,,,,K
Débora Serna Arteaga,désear406@viajesanma.com,A4mR460bgb0iz5,désear510,+56 2 9153 0524,2857295,15578,,,,6
Julio César Mares Loera,,eSiqoDO6wsUe,jucémalo655,+56 2 9567 2698,-15236405,23686,,,,9
Carla Valdivia Araña,,Wv0ZS20i,cavaar863,+56 9 9373 1802,16069450,317,,,,5
Sr. Blanca Peña Grijalva,sr.7218730@viajes.cl,ltnllg0NZbaAd,srblpegr670,+56 9 0279 0671,,,Nocturno,Más vida,Part time,
Sta. Lorena Borrego Ruelas,,vE9PQIKV4i,sta.7639701,+56 2 6895 8397,-11349190,8499,,,,6
Sr. Rosalia Zapata Estévez,srrozaes289@edubus.cal,z0qoV8IfyiS,srrozaes764,+56 9 4005 4326,4300329,0,,,,1
Sra. Mario Cruz Berríos,Sra.berríos215@outluc.com,,sra.381490,+56 9 4069 4649,4006246,,,,,7
,Déboraduran581@viajes.cl,366PBo5OW9Cetl,débora4099707,+56 9 1463 2126,23353947,,Nocturno,Más vida,Part time,3
Daniel Báez Porras,daniel5330297@edubus.cal,5iToK8lQNLN,daniel9768885,+56 9 6868 1902,,537,,,,
Mario Montes Carrion,Mariocarrion592@wass.com,gWWvxfCot65wh6RB,Mariocarrion352,+56 2 6761 1826,9542778,2271,,,,2
María Luisa Menchaca Soliz,maría4964879@edubus.cal,5W24vqk2vdhxhp,malumeso558,+56 2 2899 4782,,24294,,,,
Elena Rojas Robles,elena1480918@wass.com,q4r0TeLAuE90U,elena2283778,+56 2 7292 1742,8954792,956,,,,K
Emilio Jiménez Montenegro,emilio4033670@edubus.cal,71Vwo69re7sUKL,Emiliomontenegro536,+56 9 3989 2857,2340701,10012,,,,9
Catalina Solorio Reyna,casore688@viajesanma.com,,casore270,+56 9 6179 0217,29735930,3510,,,,4
Soledad Reyna Alarcón,soledad7424728@viajesanma.com,jmZoJMT0,soreal248,,5608526,3069,,,,2
Concepción Ontiveros Guardado,coongu568@marmol.com,WBERwIS8jWwuX,coongu355,+56 2 5932 0847,7659180,18037,,,,6
,gaespa176@edubus.cal,BPBuJWf6H,gaespa929,+56 2 1616 6944,23916995,2918,,,,3
Patricia Orosco Menéndez,paorme766@edubus.cal,MctT08BLU,Patriciamenéndez732,+56 2 0550 6897,,1070,,,,
Sta. Víctor Muñiz Orosco,,OA3HaV0wKznr,stvímuor849,+56 9 6546 6306,16753743,0,,,,K
Sr. Agustín Villareal Medrano,sr.6139183@edubus.cal,,Sr.medrano252,+56 9 6131 8868,3582262,3051,,,,3
Sra. Roberto Magaña Alcántar,srromaal213@viajesanma.com,,,+56 9 5875 6137,1521517,5814,,,,8
Laura Sevilla Gálvez,Lauragálvez792@wass.com,cJDDt0507N8,Lauragálvez140,+56 2 0299 8523,8249694,5850,,,,7
,sraltacu152@wass.com,TPLljhdf7Sd,,+56 2 6909 2708,11385655,14654,,,,6
Amalia Zayas Orellana,,utWrWoF3bL0Q2PR,Amaliaorellana652,+56 9 1326 5411,23021465,3522,,,,4
María Soledad Osorio Cadena,masoosca862@viajesanma.com,eMwg2vhEBgMc3W0,masoosca357,+56 9 5499 9819,2543684,5645,,,,9
Caridad Rangel Mercado,carame562@viajes.cl,HhXTde25tn0WIs,carame253,+56 2 4311 5764,-18613447,,Diurno,Consalud,Part time,8
Daniel Rolón Matos,daniel7623906@viajes.cl,ZXw8zES2,daroma376,+56 9 5591 5127,-17238825,,Diurno,Banmédica,Full time,6
Sta. Alfredo Casares Casares,sta.3774941@edubus.cal,qhjXEIUWcMP3,stalcaca797,+56 9 0822 6251,,0,,,,
Eloisa Urías Acuña,Eloisaacuña117@edubus.cal,wZr0l5Yn,Eloisaacuña207,,,0,,,,
Alejandra Maya Valverde,alejandra1046907@viajes.cl,IHFej6hMia3sdrMY,almava546,+56 2 1456 8849,8488605,,Nocturno,Más vida,Part time,K
,secaal700@edubus.cal,At5o13GSWJAEgpz,secaal821,+56 2 2434 2348,20012003,0,,,,5
José Luis Caballero Villareal,,cuVKDEZf6yvl6gr9,Josévillareal872,+56 2 5877 0683,9737395,11930,,,,7
Ramona Zayas Enríquez,Ramonaenríquez323@marmol.com,QMu13ZOK2H51zjk,ramona2907857,+56 9 3852 9537,6854522,0,,,,6
Isabel Rodarte Piña,isropi708@viajes.cl,6aVWxX27,isropi500,+56 9 8951 4184,2595155,,Nocturno,Consalud,Full time,7
Amalia Delao Balderas,Amaliabalderas976@viajes.cl,uJZiL5mAF,Amaliabalderas461,+56 2 5033 4592,9597508,,Diurno,Más vida,Part time,9
Josefina Benavides Rivero,josefina2135496@wass.com,zW9BfZ4abL,josefina9430176,+56 9 4556 0935,1216995,7725,,,,7
,fecoze683@outluc.com,GJ4vaKkH7xltloS1,Federicozelaya744,,7638603,14187,,,,K
Débora Ruelas Tejeda,,CR2cBquAZ,dérute971,+56 9 6668 7544,8255494,6793,,,,7
Sr. Alfonso Medrano Treviño,sr.2551129@viajes.cl,1BwOUmubP7,sralmetr332,+56 9 5031 5876,1092181,,Diurno,,Part time,3
Juana Miramontes Cardenas,juana193791@marmol.com,P2jUkr18V,juana9811631,+56 2 2743 8857,1613799,7645,,,,5
,saarec726@outluc.com,bjn0loZJ,sara3644140,+56 9 1085 5800,16570401,0,,,,0
Sta. César Almaraz Sánchez,stcéalsá523@tourket.com,G6zlDHBdZY,stcéalsá162,+56 9 8571 5176,289535,0,,,,8
Sta. Reina de Jesús Hinojosa,stredejehi377@tourket.com,6xikKwwgRk10rXI,sta.5281198,+56 2 6942 3951,4851156,,,,,2
Josefina Chapa Cardona,josefina3559243@edubus.cal,e3HkSmhLQa14G,,+56 9 7590 7452,29908855,7266,,,,3
Luisa Orellana Jasso,Luisajasso653@marmol.com,VhuYCEpDWev5OmAh,luorja561,+56 2 9295 3470,7468378,0,,,,9
Gilberto Soria Verduzco,Gilbertoverduzco611@viajes.cl,vezeE8MNBgZKBQ,gisove303,+56 2 1476 0149,3911659,,Diurno,Fonasa,Part time,6
María Cristina Flores Lovato,Maríalovato218@viajes.cl,pShh46jZoqNAD8,,+56 9 0841 1988,6822313,,Nocturno,Fonasa,Part time,K
María Soledad Merino Roldán,maría4122370@viajesanma.com,DOKDLj9sGHlD6cq,maría8062666,+56 2 2153 2264,,0,,,,
Eva Barajas Alcala,eva8043137@wass.com,GyZiMEAacAOKPP6,Evaalcala767,+56 9 6036 7613,1006587,0,,,,9
Marilu Nieto Concepción,Mariluconcepción320@tourket.com,J6KzppsF,,+56 2 6775 2767,3494549,0,,,,7
Sergio Linares Pérez,Sergiopérez925@marmol.com,2r1xjV6iwzgV9rbO,selipé164,+56 9 9124 3480,6767347,5148,,,,6
,,sFkCkFc5x,gogiad530,+56 9 2560 7728,18175891,9412,,,,0
Timoteo Vega Beltrán,tivebe174@outluc.com,Pko8qtoMenaGrw,Timoteobeltrán865,+56 2 0411 2517,3357224,224,,,,7
Eloisa Adorno Fierro,eladfi277@viajes.cl,yApb2vZiv,eloisa4327867,+56 9 3192 7930,3286201,,Diurno,Fonasa,Part time,2
Teodoro Lira Domínquez,telido427@outluc.com,9wCgYd3XiMAvOhB,teodoro6551703,+56 9 6335 7122,2532364,9465,,,,5
Carolina Padrón Borrego,Carolinaborrego238@marmol.com,pmRhJwjO1B,Carolinaborrego306,+56 2 8490 6253,,,,,,
Mateo Borrego Arreola,maboar638@tourket.com,,maboar314,+56 9 1355 6711,15045306,2816,,,,2
Gregorio Jaramillo Iglesias,grjaig399@viajes.cl,SE1VVlONK9qjmt,gregorio7436961,+56 9 3744 7347,-17894590,,Diurno,Consalud,Full time,4
Silvia Cabrera Nava,silvia8550653@marmol.com,nvVW3ioOh,,+56 2 4381 6537,4632610,4811,,,,5
Marcos Espinal Alcántar,maesal112@edubus.cal,VI4prpeNUx,,+56 9 7498 4771,9725622,4876,,,,5
Patricia Collado Almonte,patricia2243343@tourket.com,sYjGDW9hIXGckYR,Patriciaalmonte954,+56 2 4418 5043,,14949,,,,
Reina Ochoa Polanco,reocpo678@viajes.cl,7lp8hrMQAZb,reina8013562,+56 9 4220 5922,4081156,,Diurno,Colmena,Full time,7
Gustavo Lemus Soto,guleso555@marmol.com,rWD81yfwHo,gustavo2544715,+56 2 1727 2785,877627,7847,,,,K
Florencia Bravo Villareal,Florenciavillareal940@viajes.cl,n1VGlAagudRd,flbrvi175,+56 2 1251 1187,,,Diurno,Más vida,Full time,
Sra. Lucas Duran Godínez,srludugo895@marmol.com,3eJNPU1LWO1nDwu,srludugo698,+56 2 7853 3545,4163457,0,,,,K
Natalia Sedillo Alanis,natalia6974153@marmol.com,Pucv94Xojipczbr,Nataliaalanis115,+56 2 3597 5137,1475225,6254,,,,0
Julio Partida Vera,julio3023600@viajes.cl,SyIUIl30,julio2076131,+56 2 1161 9098,5226874,,Diurno,,Part time,5
Marcos Banda Magaña,mabama470@outluc.com,fTGGkaagl6UWlJ,mabama820,+56 9 3577 5112,1817786,989,,,,2
Sra. Alejandro Cordero Sierra,Sra.sierra894@outluc.com,1szi62SxNK,sra.3984926,+56 2 5476 3319,-25376976,6034,,,,9
Sergio Escobar Portillo,Sergioportillo267@marmol.com,yd2B9ETju8r,sergio9700133,+56 2 6755 9416,5927822,24715,,,,3
Daniela Roque Chapa,Danielachapa360@edubus.cal,VQTDK2Ul,daroch759,+56 2 5408 3778,5015373,6469,,,,8
Pablo Salas Salazar,pablo6484534@viajes.cl,XiawOCB3,,+56 9 7183 7027,23754391,,Diurno,Colmena,Full time,2
Guadalupe Acevedo Camacho,guadalupe9639467@tourket.com,0stknOhT,guacca511,+56 2 3471 5319,,19745,,,,
Alejandra Pedraza Gaitán,alejandra6060515@viajes.cl,alwcJII1RAC,Alejandragaitán745,+56 9 0252 8079,4110749,,Diurno,Colmena,Part time,9
Mateo Navarro Corona,manaco947@edubus.cal,wnjpl8IKk3fB,mateo9760883,+56 9 5240 2267,-11928365,379,,,,5
Sergio Téllez Alvarez,Sergioalvarez894@wass.com,os10WkHPrEW1j,sergio2281807,+56 9 8718 3327,-20855608,7576,,,,8
Martín Sisneros Vásquez,Martínvásquez498@outluc.com,mp6xGOwDdY2EA6le,Martínvásquez212,+56 9 9665 8274,7934715,2277,,,,9
Homero Villalpando Longoria,homero705843@viajes.cl,0r8neGaH7,Homerolongoria852,+56 2 7936 1557,535369,,,Banmédica,Part time,6
Ricardo Rosario Lebrón,,q5RbqNP5l8,,+56 9 9802 6146,7245708,4557,,,,0
Sara Vélez Varela,Saravarela138@viajes.cl,pxAR6uJv5Ti0ip,,+56 9 1662 1040,22697001,,Nocturno,Fonasa,Full time,0
Sra. Lourdes Bustamante Domínquez,srlobudo327@viajesanma.com,AAw3mtpT5iP2kY,sra.6692734,,2807714,125,,,,9
Sta. Antonio Valles López,Sta.lópez810@wass.com,fg5zIrnjaLv12ZW,sta.1019622,+56 9 8352 4043,636851,0,,,,4
Alfredo Ruelas Jurado,alfredo2747745@viajes.cl,51GDW5ilYrwS4z,Alfredojurado485,+56 2 9588 7350,9330664,,Diurno,Colmena,Full time,3
Gloria Cornejo Cotto,Gloriacotto254@viajes.cl,YwmD5KeBsEu3y,gloria1296763,+56 9 1256 0064,6489262,,Diurno,Consalud,Full time,2
Sonia Meraz Pulido,somepu618@tourket.com,,somepu396,+56 9 8478 9520,15781775,9984,,,,2
Micaela Arevalo Becerra,miarbe677@viajes.cl,cByo19txm,,+56 2 6595 1668,-4289412,,Diurno,Más vida,Part time,5
Lorena Garica Lara,lorena6007301@marmol.com,E1Xbu6FlHx9Cl3kM,,+56 9 2895 6948,26611431,6701,,,,1
Rodrigo Ureña Villaseñor,Rodrigovillaseñor254@wass.com,f4fV3DpN,rodrigo5975480,+56 9 6552 9143,3633214,10447,,,,K
,elcece245@marmol.com,EmR8GZ6s3C,Elviracepeda320,+56 9 0427 3579,11482976,15453,,,,5
Cristian Mejía Camarillo,,Pt87AFC8yv4Wx,crmeca232,+56 2 6393 2316,12360875,19586,,,,5
María del Carmen Limón Barragán,,VDWW80Z5aabmsG,madecaliba417,+56 2 6908 9745,6921485,0,,,,1
Sr. Carlota Sandoval Madrid,Sr.madrid589@outluc.com,g1t2Vjpue8,Sr.madrid949,+56 2 0310 5645,9653480,0,,,,9
Sra. Elisa Villanueva Duran,,ccd24KbIhXTrqt,srelvidu208,+56 2 8710 5055,27469606,2095,,,,0
Cristian Ordóñez Mesa,crorme769@wass.com,hyFnvPOv1eVBB,crorme988,+56 9 7168 3005,1794154,3840,,,,2
Margarita Pacheco Rentería,margarita110917@viajesanma.com,i9ojYc8Jg2VNq,Margaritarentería766,+56 2 9803 1359,4778119,6320,,,,1
Elvira Rascón Mata,Elviramata145@edubus.cal,AK8RBhU2cexlystp,elvira7246144,+56 9 5667 7937,2939606,0,,,,K
Horacio Zamora Garay,horacio2597856@viajes.cl,70jIhI6iqHmZ7,Horaciogaray584,+56 2 1032 4143,3820272,,Nocturno,Fonasa,Part time,3
Tomás Peña Galarza,Tomásgalarza652@viajes.cl,,,+56 9 7541 1930,11153001,,Diurno,Consalud,Part time,7
María Eugenia Alcántar Pulido,Maríapulido518@marmol.com,JYkPoCf8i41h,maeualpu624,+56 9 6324 8746,4964976,15579,,,,2
Ignacio Baca Ayala,Ignacioayala521@edubus.cal,,igbaay766,+56 9 0417 1408,27883327,0,,,,5
Jaime Castañeda Matos,jacama710@viajes.cl,Q0WuW3JThrc4u,jaime2089590,+56 9 8068 8760,1060694,,Nocturno,Consalud,Part time,2
Sra. Marta Ordóñez Franco,Sra.franco174@viajesanma.com,K2dbUfuRF,srmaorfr839,+56 9 9896 4891,2926352,15635,,,,3
Rocio Quesada Valladares,roquva333@marmol.com,P7C9LSXbSuAtuVgf,rocio522193,+56 2 8726 4997,2038121,,,,,3
Beatriz Ballesteros Sotelo,beatriz1717380@viajes.cl,1TnvqpBO6Tu4J65,bebaso401,+56 2 5435 6038,4962187,,Diurno,,Full time,6
,josé6262364@viajes.cl,DFLjGVDaaVhFM7,Josémelgar276,,29621419,,Nocturno,Más vida,Full time,1
Sr. Ana María Cervantes Guevara,Sr.guevara786@marmol.com,,sranmacegu279,+56 2 5414 0866,13073689,0,,,,0
Sancho Zelaya Godínez,Sanchogodínez868@outluc.com,UapYmH9Pg40,sazego534,+56 2 9364 2945,3087333,20079,,,,5
Sra. Rebeca Zelaya Maya,sra.4101767@viajes.cl,Mm3VaexfkCvIDPXf,Sra.maya725,+56 2 2139 7968,5102534,,Diurno,Fonasa,Part time,2
Reina Acosta Cuellar,reina1650221@viajes.cl,i4UMBY9sJnANy6,reina3196418,+56 9 1036 1097,543132,,Diurno,Colmena,Part time,8
Teodoro Rosas Oquendo,Teodorooquendo446@wass.com,zTxkvKZ6Sh,terooq658,+56 2 7766 4728,8230037,7739,,,,6
Cristina Gálvez Pérez,,5THOeH7LAH,crgápé328,+56 2 3510 0579,20110192,11245,,,,1
Hernán Correa Córdova,hernán5043491@wass.com,,Hernáncórdova937,+56 9 3388 1431,17312528,12327,,,,3
Sr. Mayte Trejo Acuña,srmatrac714@outluc.com,YZoSxjPs3obT7ir,srmatrac427,+56 2 1631 3377,6002739,1324,,,,0
Sr. Carlos Delacrúz Jáquez,Sr.jáquez450@viajesanma.com,PFyy4sbMQhPK,sr.4453590,+56 9 5901 9069,585235,1410,,,,8
Miguel Malave Acosta,miguel1475927@viajes.cl,,miguel8291511,+56 2 0101 3921,-19233389,,Diurno,Banmédica,,K
Marisol Montero Tello,Marisoltello847@tourket.com,Jp749L5456tW9E,,,9822843,18934,,,,8
José Luis Bétancourt Saldivar,josé8124366@outluc.com,UW8bgb3QKY,,+56 2 1246 6450,29041862,1239,,,,3
Alfredo Montenegro Hurtado,almohu846@viajes.cl,EW5SOlRAtn94fWr,almohu894,+56 9 3488 8190,7380146,,Diurno,Fonasa,Part time,K
Sta. José María Brito Miramontes,sta.5091745@viajes.cl,L6X5ukAyIKtl2x,,+56 2 6850 6160,5738129,,Diurno,Fonasa,Part time,9
Gilberto Burgos Hidalgo,gibuhi919@wass.com,rXYmmfre6t9nF,,,16039462,0,,,,5
,lesama482@viajes.cl,11jbopAl6CrIpoL1,leonor2838828,+56 9 2224 6928,3070790,,Nocturno,Colmena,Full time,7
Daniel Irizarry Barreto,,W1xGiFfgp2,dairba456,+56 9 0151 4620,1717261,,,,,1
Samuel Villa Aguilera,saviag794@viajes.cl,piA51p55,,+56 9 3472 4150,,,Diurno,Fonasa,Full time,
Salvador Beltrán Nevárez,Salvadornevárez763@viajes.cl,J2KC30fMR9ylG,sabene685,+56 9 7634 5141,-15625016,,Diurno,Consalud,Full time,3
Esteban Lebrón Reyna,esteban6021415@edubus.cal,x3RQc1fq,esteban1568550,+56 2 9697 2511,,16283,,,,
Sta. Susana Aragón Robles,,0U62k2uz,Sta.robles301,+56 9 6543 5567,26006240,0,,,,9
Sta. Esperanza Casas Alcala,Sta.alcala107@viajes.cl,FbU3kA0a8,,+56 2 6724 0003,5259870,,Diurno,Fonasa,Full time,2
Claudio Mascareñas Salcido,,7LwU5hgR4xluMQ,claudio6584922,+56 2 6914 9514,19708381,,Diurno,Banmédica,Full time,6
Eduardo Hinojosa Narváez,edhina669@viajesanma.com,7nQv1fFQuycrz3W7,Eduardonarváez123,+56 9 2034 0812,-11163276,9189,,,,6
Hugo Mena Negrete,hugo1703885@wass.com,mJ4Kbc6V3PU,humene847,+56 9 0676 6654,6598840,9968,,,,2
Sra. Eva Munguía Garay,Sra.garay644@marmol.com,EYXlCd170io7d,sra.8233801,+56 9 3996 0114,646155,0,,,,7
,Juansaldaña674@tourket.com,5smvfG1B,jucaolsa400,+56 9 2746 5057,7747910,1479,,,,4
,,bHX6rrrvOkaYPS,,+56 2 5992 3821,14147367,0,,,,0
,Déboralimón727@viajes.cl,FZu00QddK,déolli758,+56 9 4164 7733,18645565,,Diurno,Colmena,Part time,7
Jorge Lozano Quintana,joloqu863@viajesanma.com,,joloqu927,+56 9 3553 5819,13223095,5366,,,,1
Octavio Fuentes Reynoso,octavio3991869@outluc.com,y3HH84wJJjDn,Octavioreynoso336,+56 9 9027 9429,-19321464,6760,,,,9
